username,is_verified,is_private,is_business_account
mandrewmiller,False,True,False
toriwalls_,False,True,False
mattgonzales_,False,True,False
theannecarson,False,False,False
alexakay,False,True,False
desjen,False,True,False
13baileymarie,False,True,False
ninaagu,False,False,False
ellacherrey,False,False,False
bailey.andray,False,False,False
hrworth,False,True,False
abawakee,False,False,False
betangy80,False,False,False
alchorizo,False,True,False
ratakamizu,False,False,False
nattie.ty,False,True,False
joey.boatright,False,False,False
mckeowen,False,True,False
amizagata_,False,True,False
vergelestate,False,False,True
alanatmcd,False,True,False
dandelionfootsteps,False,True,False
em.js,False,False,False
wanderandflourish,False,False,False
adabsmill,False,True,False
misshezah,False,False,False
elizz.ab.eth,False,True,False
r.sayler,False,True,False
vlamps,False,True,False
cinnamonghost_,False,False,True
mollyallencle,False,False,False
tltafoyavassar,False,False,False
rubenweaver,False,False,False
brandenthelion,False,False,False
zorrolens,False,False,False
mosquints,False,False,False
ruhiyyih_e,False,True,False
mommanessa30,False,False,False
whitebat,False,False,False
rsteezy,False,True,False
karagreen_coaching,False,False,True
chenchilllaa,False,False,False
hopemm85,False,True,False
lexie0___0,False,True,False
s_johnstone,False,True,False
daweidot,False,True,False
wikiwikiwhat,False,True,False
garretwnagle,False,False,False
mcmortensen,False,False,False
stelmae,False,True,False
handydandyandy24,False,True,False
untilwefeltred,False,True,False
elligrace,False,True,False
shannon_reny,False,True,False
meg_inak,False,False,False
emdismuke,False,False,False
jackiescisci,False,True,False
angelinorr,False,False,False
bza_tags,False,False,False
nattycakes630,False,True,False
kathyneibelscott,False,False,False
joegsaraht,False,False,False
highkicksandhairwhips,False,False,False
katrina_mossinsta,False,True,False
nathan_diederich,False,True,False
cfcuevas91,False,True,False
newmanfilm,False,False,False
emmaleighrose_,False,True,False
kilefiske,False,False,False
braunie_wanderlust,False,False,False
weezy.mh,False,False,False
ronda_kraft,False,True,False
smahlers,False,False,False
andierin,False,False,False
annabtanner,False,True,False
buddy_holy,False,False,False
smgrs,False,False,False
hjmuzi,False,False,False
dhentzen17,False,True,False
christian_joseph2,False,True,False
misscloverbrown,False,False,False
jessiecote,False,True,False
megceleste,False,False,False
mrsemilybarnes,False,True,False
nang_nang_nik,False,False,False
cassjackhi,False,True,False
fifismini,False,False,False
travisecho90,False,False,False
shame_us,False,False,False
happykapp,False,True,False
beep4me,False,True,False
dontecline,False,False,False
silvialonsol,False,True,False
courtneyexplores,False,False,False
hellodylangk,False,False,False
mandaoverturf,False,False,False
yez.reyes,False,False,False
codiemerrell,False,False,False
courtney.harper,False,True,False
overzealousgillpickle,False,False,False
jennhollenbeck_,False,True,False
dmmreynolds,False,True,False
mollietime,False,True,False
yourcmsolutions,False,False,True
intodewilde,False,True,False
beeleighh,False,False,False
reverendmix,False,True,False
joaozanini,False,True,False
pmombomb,False,True,False
hunter.hallll,False,True,False
benny_bus,False,True,False
ceceliawaggoner,False,False,False
fullofambiguity,False,True,False
grace_o_crowell,False,True,False
panian,False,True,False
notsage,False,False,False
kiwicare9,False,True,False
mariobaldy,False,True,False
adrianna_robertson,False,True,False
amfree503,False,True,False
printshopp,False,False,True
amandaarschultz,False,True,False
sooooclutch,False,False,False
dereknlambert,False,True,False
iamjimlaw,False,False,False
heididreamsofsushi,False,False,False
lcknauf,False,True,False
elizabeth_catherine_,False,True,False
dogmaluna,False,True,False
krsh22,False,False,False
anaiya.the.floof,False,False,False
tingyen99,False,False,False
verysamperry,False,False,False
kawikageisen,False,False,False
labamba_balaclava,False,True,False
beardedbuilder,False,False,False
adrienneshanley,False,True,False
luv_mydachshund,False,False,False
abarmettler,False,True,False
adinacoo,False,False,False
1imaginepeace,False,False,False
yaelsara,False,False,False
josbeaudin,False,False,False
bill.ryan.56614,False,False,False
tikicommando,False,False,False
aleaselena,False,True,False
torieelee,False,True,False
andreita_gs,False,True,False
cheryl.cheney,False,False,False
missrhinnan,False,False,False
sarje.haynes,False,False,True
absembrdry,False,False,False
logan.ingle,False,True,False
nonmetered_rita,False,True,False
arigold18,False,True,False
kullar_nakul,False,False,False
pankowp5,False,True,False
grandviewfarmfishcreek,False,False,True
themisfitdreamers,False,False,False
i.nelson5,False,True,False
jess_ingle13,False,False,False
sabrinaekis,False,False,False
mandyyskyy,False,True,False
makerandshaker,False,False,False
glkkmc,False,True,False
rotterm,False,False,False
gabyguerrra,False,False,False
benblest,False,True,False
local_mompreneur,False,False,False
zygi37,False,False,False
jpakattack,False,False,False
pado.potato,False,False,False
moonpennys,False,True,False
alexanderkeoki,False,False,False
marisalis77,False,True,False
hankins_not_hawkins,False,True,False
nicolekjiang,False,True,False
jesscallantine,False,False,False
arialchristian,False,False,False
megangotz,False,False,False
caseylynnw,False,True,False
rachels_modern_life,False,False,False
lainaar,False,False,False
romo2005,False,True,False
cloverandmaplewoodworks,False,False,False
maiaanne,False,True,False
carissalentz,False,True,False
grouchysaboten,False,True,False
eighms,False,False,False
pnw_eev,False,True,False
xcattackx,False,True,False
nash.q,False,False,False
animalnerd1,False,False,False
kaneenster,False,False,True
jessica.gman,False,True,False
allent35630,False,False,False
marissalayn,False,False,True
nychistorygirl,False,True,False
heidi.larsen_,False,False,False
jbogan5,False,True,False
wildchildoly,False,True,False
maddt89,False,True,False
mjdumaran,False,True,False
thelyfeofliz,False,False,False
josephine.wu,False,False,False
sydarv02,False,True,False
jatodda,False,True,False
justpao_,False,True,False
eswishy,False,False,False
nadiapyfrom,False,True,False
instaluchie,False,True,False
jimamorris,False,False,False
rynofan,False,False,True
drichardson17,False,True,False
amgriff,False,True,False
amytong_,False,False,True
kinetickell24,False,True,False
hannahsolus,False,False,False
nursekaila,False,True,False
sarjclark,False,True,False
erinmarisa2,False,True,False
miche_callison,False,True,False
rachel_amberr,False,True,False
bethacory,False,False,False
jennifer.k.macauley,False,False,False
aliciafromthekeys,False,False,False
hortie52,False,True,False
zwpittman,False,False,False
polly.bilchuk,False,True,False
nathankwok,False,False,False
suzannayorgey,False,True,False
uncle_scotts,False,True,False
laurelo12,False,True,False
lesleykoval,False,False,False
ellefords,False,False,False
scoutsmoms,False,False,False
juliehendricksen,False,True,False
bhaglan,False,False,False
stephallenflora,False,True,False
caitlinjocarter,False,False,False
wanderthepines,False,False,True
aussiebarcat,False,False,False
john.t.pearson.3,False,False,False
vanessavendiola,False,False,False
laurenm_winchester,False,True,False
burnindaylite,False,True,False
dangitturtle,False,True,False
kkannbolen,False,True,False
dny.sanchez,False,False,False
kylebernard,False,True,False
mwelch38,False,True,False
lalebcucas11,False,True,False
pineapplesaltseas,False,True,False
keri.lindquist,False,True,False
maiphuong.whitehorse,False,True,False
kristiecarterpdx,False,False,True
douttme,False,True,False
amber.aka.aidensmom,False,False,False
kajakai,False,True,False
heli_creekland,False,True,False
marecognitum,False,False,False
_mack_p,False,True,False
emytann,False,True,False
kac4040,False,True,False
ashleigh_onawa,False,True,False
libbylibbylibbylibbylibby,False,False,False
x54765,False,True,False
guy1963,False,True,False
rfrundle,False,True,False
djmattik,False,False,False
liz.chasse.crouse,False,False,False
zachlach_,False,False,False
andiecasey,False,False,False
toriori,False,True,False
atlyons__,False,False,False
mwilson_codes,False,False,True
saramiette,False,True,False
teeheehoo,False,False,False
gelbosaurusrex,False,True,False
ryantraver,False,False,False
the_smith_dan,False,False,False
snell_mb,False,True,False
pneal14,False,True,False
mbkuebrich,False,True,False
alilbitofalot,False,True,False
nurseleaderbyday_twinmomalways,False,False,False
velmarox,False,True,False
seemommasee,False,True,False
peacebees,False,False,False
cloudycierra,False,False,False
k.moores,False,False,False
apuzzlepiece,False,False,False
nataleebwarren,False,True,False
elizabethrifer,False,True,False
lee_mccollins,False,True,False
jalaembarks,False,False,False
durant_oregon,False,False,True
brooke_zirker,False,False,False
alliewillford,False,True,False
50storms,False,False,False
aliciajohnson83,False,True,False
theschiels,False,True,False
mgriffy87,False,False,False
slapontheroof,False,True,False
sun__house__,False,False,False
surethingbosskacy,False,True,False
danielyson,False,False,False
carlalong1985,False,True,False
boseph24,False,True,False
kcstandlee,False,False,False
dclarkson11,False,True,False
sbruxus,False,True,False
amywink,False,True,False
danny_h_,False,True,False
bwd316,False,True,False
dmgoodpa1,False,False,False
thepiecesfit13,False,True,False
adbowman3,False,True,False
kerrypickens,False,True,False
just_phamulous,False,False,False
jenniferaxcell,False,False,False
packymom,False,True,False
treesnrain,False,False,False
nicholas_winter,False,False,False
babydjs_mom,False,False,False
autumnudovitsch,False,False,False
liana069,False,False,False
malinis4,False,False,False
spidervanfleet,False,True,False
ktwiper,False,True,False
kristin.erica,False,False,False
mdlnhodges,False,True,False
smallcoldbrew,False,True,False
kristingrace923,False,False,False
lexadigm,False,False,False
jfarty,False,True,False
couve.crew,False,True,False
breathingroom_lindsey,False,False,False
_marymae,False,True,False
jadehannahevans,False,True,False
alexaheidrich,False,False,False
xxemoneybagsxx,False,False,False
houskali,False,False,False
morgancarly2,False,False,False
leahr_winter,False,False,True
emiday,False,False,False
kaitlyn.luckow,False,False,True
rhirhi,False,True,False
_bidge,False,True,False
lupino.jewelry,False,False,True
jess_trapphouse,False,True,False
epicdeer2,False,True,False
mariah_r0,False,True,False
slallgood,False,False,False
bre_rooney,False,False,False
kirahm,False,False,False
codemana18,False,True,False
davidesims,False,False,False
jshupp,False,True,False
amandavertigo,False,False,False
etrn123,False,False,False
sarah_brown1389,False,False,False
imjess13,False,False,False
alexislgibson,False,True,False
kabrodmann,False,True,False
swippersweet,False,False,False
2018_miles_per_fallon,False,True,False
lpeeden,False,True,False
jrachstar,False,True,False
wright_hm,False,True,False
rudyardkipyard,False,True,False
nikkieo7,False,False,False
katelenp,False,True,False
tinawrightnyc,False,False,False
commanderkween,False,True,False
miss_joe_c,False,False,False
chris_the_lion,False,True,False
amber.hand,False,True,False
dubrownie,False,True,False
clay_bird_nest,False,False,False
war.elephant.design.ironworks,False,False,False
swimgirlmlk,False,True,False
hollybinette,False,True,False
sarahjohnson19,False,False,False
doodleesther,False,True,False
curtisnowack,False,False,False
twobirdsnofuks,False,False,False
astinson121,False,True,False
lisasp3,False,False,False
shi_tomi_,False,True,False
roscoejones,False,False,False
aka_zombieface,False,False,False
tannabelle34,False,False,False
mackcat,False,True,False
i_will_surviveee,False,False,False
benindenver,False,False,False
skennedyphoto,False,False,False
10lbbone,False,False,False
aidanjames24,False,False,False
cambeitler,False,False,False
tatianas_gallery,False,False,False
sabrina.things,False,False,False
_ottawa,False,True,False
bkaetz20,False,False,False
goosemama81,False,False,False
lif3isbeautyful,False,False,False
trad.wife,False,False,False
miss.cade,False,True,False
yoga.sup.travel,False,True,False
